Unnamed: 0,tweet,tweet_processed
1876,I am in complete Christmas withdrawl #???¥  ,i be in complete christmas withdrawl
1877,I've slept the better part of two days away   .,ive sleep the good part of two day away
1878,@TeeqoFaZe Didnt make the Teeqo OMEGLE CUT!!!!! :( ,didnt make the teeqo omegle cut
1879,cannot believe i finished all 6 seasons of gossip girl in a weekâ¦. ,cannot believe i finish all season of gossip girl in a week
1880,Like I'm going for a subway when I clearly shud be eating salad ??·???­ ,like im go for a subway when i clearly shud be eat salad
1881,Dwight Howard been playing like his girl broke up with him or something ,dwight howard be play like his girl break up with him or something
1882,It's depressing because it's true???   pic.twitter.com/HNIl8JFKDx,it depressing because it true
1883,This year was the first time I couldnt make it home for Christmas ,this year be the first time i couldnt make it home for christmas
1884,"Is the  clinically ? FT, 22 dec.  pic.twitter.com/OOpadOAi5M",be the clinically ft dec
1885,GONNA DRINK A BUNCH OF WHISKEY TONIGHT BECAUSE I HAVE  AND THE HOLIDAYS GOT ME  JK BUT I AM GONNA DRINK WHISKEY,gonna drink a bunch of whiskey tonight because i have and the holiday get me jk but i be gonna drink whiskey
1886,I could prolly ball my eyes out right now...  ,i could prolly ball my eye out right now
1887,I'm not go to the beach next week ,im not go to the beach next week
1888,Oh sorry I'm on your bestfriends list?   ,oh sorry im on your bestfriends list
1889,I need a concert in my life ???   ,i need a concert in my life
1890,2015 hasnt started yet and I'm already fed up with it ,hasnt start yet and im already feed up with it
1891,rules  doesn't don't let it win ?????????????????,rule doesnt dont let it win
1892,No one chooses . Its an illness not a choice.,no one choose it an illness not a choice
1893,My life I take one day at a time I had  more than once & I won't let it take over my life  ,my life i take one day at a time i have more than once i wont let it take over my life
1894,"The darkness looming around us this NEW time of YEAR, we must strongly send away no longer live in tears. ?©  ",the darkness loom around u this new time of year we must strongly send away no longer live in tear
1895,"It is all the same. Goodbye to crappy 2014, howdy and welcome equally crappy 2015! ???   ",it be all the same goodbye to crappy howdy and welcome equally crappy
1896,I know  can be hard to live with don't waste your life help is always available seek it out ,i know can be hard to live with dont waste your life help be always available seek it out
1897,"My wish for 2015 is that no one suffering from  should EVER feel alone. That they would receive help, love, support & kindness.",my wish for be that no one suffering from should ever feel alone that they would receive help love support kindness
1898,The  is no joke as I have suffered from   myself at this time of year I implore you to look after yourself & loved ones,the be no joke a i have suffer from myself at this time of year i implore you to look after yourself love one
1899,We're an hour away from the toughest months for people suffering from . Please keep a lookout on those nearest & dearest to you,be an hour away from the tough month for people suffer from please keep a lookout on those near dearest to you
1900," is a garment of heaviness, another evil device of the devil, watch it!",be a garment of heaviness another evil device of the devil watch it
1901,"Reminder: Our office is closed tomorrow, Thursday January 1, 2015. See you in the new year!   ",reminder our office be close tomorrow thursday january see you in the new year
1902,Well I've made the step towards a better 2015 by admitting I need help ,well ive make the step towards a good by admit i need help
1903,"I will always love Spud.She is my rock and at low times, like now,she is my anchor.Happy new year Spud ",i will always love spudshe be my rock and at low time like nowshe be my anchorhappy new year spud
1904,When you wished you never woke  ,when you wish you never wake
1905,"2014 has been super kind to me, I'll never forget it. Total lifechanger. Best year I've had since I was a teen. Blessed ",have be super kind to me ill never forget it total lifechanger best year ive have since i be a teen bless
1906," the road to recovery is a long and winding road that, may or may not actually be conquered. Try or die trying ",the road to recovery be a long and wind road that may or may not actually be conquered try or die try
1907,I know it's only pretend but Steve's story is really upsetting me  ,i know it only pretend but steves story be really upsetting me
1908,need to understand that  is NOT a phase it is the .,need to understand that be not a phase it be the
1909,I made two loafs of bread and ate half of one for lunch. that's enough productivity for one day ,i make two loaf of bread and ate half of one for lunch thats enough productivity for one day
1910,I need to cuddle someone sooooo bad!  ,i need to cuddle someone sooooo bad
1911," and hell are exactly alike, except sometimes you get brief respites in hell.",and hell be exactly alike except sometimes you get brief respite in hell
1912,My heart goes out to Steve in Corrie. Know where yr coming from mate ,my heart go out to steve in corrie know where yr come from mate
1913,thankfully music saves me everything  ,thankfully music save me everything
1914,When you lose you McDonald's name tag   ,when you lose you mcdonalds name tag
1915,This Ole Miss game is depressing to watch   ,this ole miss game be depress to watch
1916,is a harsh illness I'm a sufferer n wen your at your lowest it's hard to get back up again if u do have depression tell someone,be a harsh illness im a sufferer n wen your at your low it hard to get back up again if You do have depression tell someone
1917,How come theres no support or advice for people with  in the  Credits? Still frowned upon!  Disgusting!,how come theres no support or advice for people with in the credit still frown upon disgust
1918," aw this Steve story is heartbreaking.  is THE Worst feeling in the world. Well done, great job on storyline ???",aw this steve story be heartbreaking be the bad feeling in the world well do great job on storyline
