,tweet
1832,"sometimes, you need to pretend that everything is okay even its not.  "
1833,Just watched The Hobbit The Battle of The Five Armies... I am weak... so so so damn weak... :'(  ... 
1834,My Worse Fear About This Whole Thing Has Cane True.??? 
1835,"Went to  earlier today, didn't feel like buying anything ???©. "
1836,This game in El Paso looks like a high school game 
1837,In the bath swimming about like a dolphin and there's not hot water left fml  
1838,Holy moley this is the dreaded moment... when an extrovert is alone for the first time after the holidays ???­  
1839,@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   
1840,Didnt find out until later. Ths is the LAST burger I'll eat frm Four Winds in GA. They closed for good...   pic.twitter.com/TrA5cuVqyk
1841,a neend in need is a neend indeed   
1842,"Irrespective of the level someone is , sympathizing will definitely help him/her have some rest."
1843,Should really now start this 3000 word essay and revision   
1844,I'm starting to wonder if  is actually looking out for me right now. I would say why but I'm too embarrassed. I'm 2 low class 
1845,"I only miss the memories, not you   "
1846,Been left and grandma's house want to see mummy and daddy   
1847,Damn so much snow why did I even look outside  ???
1848,I gotta get dressed for work now  ???­???­???­
1849,Well just thoroughly depressed myself while sifting through photos from Australia to burn to CD for my Nana  
1850,getting my hair cut today ????????  
1851,Woke up looking at my poor shattered phone 
1852,No idea what to say to myself 
1853,Love that character     pic.twitter.com/uRCSKr2or8
1854,Before you label yourself as  or low  make sure you're not simply in fact surrounded by... pic.twitter.com/QrpK8Kn9pR
1855,I hate it I hate it I hate it I hate it I HATE IT LIFE I HATE   
1856,"So sick of having the same new year resolution.. To get hitch, get love and be happy..maybe  will be just staying alive.."
1857,Why is it the most depressing thing when your book ends....... Especially not in a satisfactory way! ???­???­???­???­???  
1858,Back at work! ! This week off went so fast ;(
1859,Grinchmas ends in a week and I haven't gone and probably won't go. ??? 
1860,"Also, I finally caved and ""viewed my year"" on fb. Made me feel more  than  ....thanks, Facebook. ???¬"
1861,I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  
1862,I could really go for a giant glass a milk and I have none.  
1863,Wish there was more to my life??½   
1864,What do you do when your mother starts to hate a person you love?   pic.twitter.com/MTXm2Hxduj
1865,Here I go again.. No sleep leads to overthinking. And now I have to deal with people again. 
1866,I'm cramping so fucking bad but bb boy isn't here to rub my tummy. ???¢ 
1867,Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to... 
1868,"  About to have a breakdown, I really need a friend"
1869,why would someone write a movie like The Fault in Our Stars? :'( 
1870,I wake up everyday wishing i didn't.....   
1871,"Keep wondering how my life could've turned out, if not shaped by certain . Feeling  & ."
1872,"If Danny thinks I'm depressed because I ate 375 calories of maple syrup, then he's probably right   girl coming through"
1873,Losing somebody that means the world to you ??????°???°???°???°???«???«???«
1874,I can't sleep because if this   ??? 
1875,I really hate movies about relationships. 
1876,I am in complete Christmas withdrawl #???¥  
1877,I've slept the better part of two days away   .
1878,@TeeqoFaZe Didnt make the Teeqo OMEGLE CUT!!!!! :( 
1879,cannot believe i finished all 6 seasons of gossip girl in a weekâ¦. 
1880,Like I'm going for a subway when I clearly shud be eating salad ??·???­ 
1881,Dwight Howard been playing like his girl broke up with him or something 
1882,It's depressing because it's true???   pic.twitter.com/HNIl8JFKDx
1883,This year was the first time I couldnt make it home for Christmas 
1884,"Is the  clinically ? FT, 22 dec.  pic.twitter.com/OOpadOAi5M"
1885,GONNA DRINK A BUNCH OF WHISKEY TONIGHT BECAUSE I HAVE  AND THE HOLIDAYS GOT ME  JK BUT I AM GONNA DRINK WHISKEY
1886,I could prolly ball my eyes out right now...  
1887,I'm not go to the beach next week 
1888,Oh sorry I'm on your bestfriends list?   
1889,I need a concert in my life ???   
1890,2015 hasnt started yet and I'm already fed up with it 
1891,rules  doesn't don't let it win ?????????????????
1892,No one chooses . Its an illness not a choice.
1893,My life I take one day at a time I had  more than once & I won't let it take over my life  
1894,"The darkness looming around us this NEW time of YEAR, we must strongly send away no longer live in tears. ?©  "
1895,"It is all the same. Goodbye to crappy 2014, howdy and welcome equally crappy 2015! ???   "
1896,I know  can be hard to live with don't waste your life help is always available seek it out 
1897,"My wish for 2015 is that no one suffering from  should EVER feel alone. That they would receive help, love, support & kindness."
1898,The  is no joke as I have suffered from   myself at this time of year I implore you to look after yourself & loved ones
1899,We're an hour away from the toughest months for people suffering from . Please keep a lookout on those nearest & dearest to you
1900," is a garment of heaviness, another evil device of the devil, watch it!"
1901,"Reminder: Our office is closed tomorrow, Thursday January 1, 2015. See you in the new year!   "
1902,Well I've made the step towards a better 2015 by admitting I need help 
1903,"I will always love Spud.She is my rock and at low times, like now,she is my anchor.Happy new year Spud "
1904,When you wished you never woke  
1905,"2014 has been super kind to me, I'll never forget it. Total lifechanger. Best year I've had since I was a teen. Blessed "
1906," the road to recovery is a long and winding road that, may or may not actually be conquered. Try or die trying "
1907,I know it's only pretend but Steve's story is really upsetting me  
1908,need to understand that  is NOT a phase it is the .
1909,I made two loafs of bread and ate half of one for lunch. that's enough productivity for one day 
1910,I need to cuddle someone sooooo bad!  
1911," and hell are exactly alike, except sometimes you get brief respites in hell."
1912,My heart goes out to Steve in Corrie. Know where yr coming from mate 
1913,thankfully music saves me everything  
1914,When you lose you McDonald's name tag   
1915,This Ole Miss game is depressing to watch   
1916,is a harsh illness I'm a sufferer n wen your at your lowest it's hard to get back up again if u do have depression tell someone
1917,How come theres no support or advice for people with  in the  Credits? Still frowned upon!  Disgusting!
1918," aw this Steve story is heartbreaking.  is THE Worst feeling in the world. Well done, great job on storyline ???"
1919,just cried floods of tears whilst watching 'gogglebox'
1920,The worst part of working  is the  due to f'ed up melatonin and cortisol cycles.  
1921,I screwed myself over today by refilling my medication holder with the wrong amount of Zoloft. WTF self. That was dumb.  
1922,"Psalm 34:17 KJV The righteous cry, and the Lord heareth, and delivereth them out of all their troubles.   "
1923,"Ending the year the same way it started, depressed. Here's to a happier, more positive year!   "
